area,apprate,distance,duration
0.40,1255.35,158.5,48
0.81,1255.35,231.6,48
1.21,1255.35,298.7,48
1.62,1255.35,365.8,48
2.02,1255.35,396.2,48
2.43,1255.35,457.2,48
2.83,1255.35,487.7,48
3.24,1255.35,518.2,48
3.64,1255.35,548.6,48
4.05,1255.35,579.1,48
4.45,1255.35,609.6,48
4.86,1255.35,640.1,48
5.26,1255.35,670.6,48
5.67,1255.35,701.0,48
6.07,1255.35,731.5,48
6.47,1255.35,762.0,48
6.88,1255.35,792.5,48
7.28,1255.35,792.5,48
7.69,1255.35,823.0,48
8.09,1255.35,853.4,48
8.50,1255.35,883.9,48
8.90,1255.35,883.9,48
9.31,1255.35,914.4,48
9.71,1255.35,944.9,48
10.12,1255.35,975.4,48
10.52,1255.35,975.4,48
10.93,1255.35,1005.8,48
11.33,1255.35,1036.3,48
11.74,1255.35,1036.3,48
12.14,1255.35,1066.8,48
12.55,1255.35,1097.3,48
12.95,1255.35,1097.3,48
13.35,1255.35,1127.8,48
13.76,1255.35,1158.2,48
14.16,1255.35,1158.2,48
14.57,1255.35,1188.7,48
14.97,1255.35,1188.7,48
15.38,1255.35,1219.2,48
15.78,1255.35,1249.7,48
16.19,1255.35,1249.7,48
0.40,1277.77,161.5,48
0.81,1277.77,234.7,48
1.21,1277.77,301.8,48
1.62,1277.77,365.8,48
2.02,1277.77,396.2,48
2.43,1277.77,457.2,48
2.83,1277.77,487.7,48
3.24,1277.77,518.2,48
3.64,1277.77,548.6,48
4.05,1277.77,579.1,48
4.45,1277.77,609.6,48
4.86,1277.77,640.1,48
5.26,1277.77,670.6,48
5.67,1277.77,701.0,48
6.07,1277.77,731.5,48
6.47,1277.77,762.0,48
6.88,1277.77,792.5,48
7.28,1277.77,823.0,48
7.69,1277.77,853.4,48
8.09,1277.77,853.4,48
8.50,1277.77,883.9,48
8.90,1277.77,914.4,48
9.31,1277.77,944.9,48
9.71,1277.77,944.9,48
10.12,1277.77,975.4,48
10.52,1277.77,1005.8,48
10.93,1277.77,1036.3,48
11.33,1277.77,1036.3,48
11.74,1277.77,1066.8,48
12.14,1277.77,1097.3,48
12.55,1277.77,1097.3,48
12.95,1277.77,1127.8,48
13.35,1277.77,1158.2,48
13.76,1277.77,1158.2,48
14.16,1277.77,1188.7,48
14.57,1277.77,1188.7,48
14.97,1277.77,1219.2,48
15.38,1277.77,1249.7,48
15.78,1277.77,1249.7,48
16.19,1277.77,1280.2,48
0.40,1300.19,164.6,48
0.81,1300.19,237.7,48
1.21,1300.19,304.8,48
1.62,1300.19,365.8,48
2.02,1300.19,426.7,48
2.43,1300.19,457.2,48
2.83,1300.19,487.7,48
3.24,1300.19,518.2,48
3.64,1300.19,579.1,48
4.05,1300.19,609.6,48
4.45,1300.19,640.1,48
4.86,1300.19,670.6,48
5.26,1300.19,701.0,48
5.67,1300.19,731.5,48
6.07,1300.19,762.0,48
6.47,1300.19,792.5,48
6.88,1300.19,792.5,48
7.28,1300.19,823.0,48
7.69,1300.19,853.4,48
8.09,1300.19,883.9,48
8.50,1300.19,914.4,48
8.90,1300.19,914.4,48
9.31,1300.19,944.9,48
9.71,1300.19,975.4,48
10.12,1300.19,1005.8,48
10.52,1300.19,1005.8,48
10.93,1300.19,1036.3,48
11.33,1300.19,1066.8,48
11.74,1300.19,1066.8,48
12.14,1300.19,1097.3,48
12.55,1300.19,1127.8,48
12.95,1300.19,1127.8,48
13.35,1300.19,1158.2,48
13.76,1300.19,1188.7,48
14.16,1300.19,1188.7,48
14.57,1300.19,1219.2,48
14.97,1300.19,1249.7,48
15.38,1300.19,1249.7,48
15.78,1300.19,1280.2,48
16.19,1300.19,1280.2,48
0.40,1322.60,167.6,48
0.81,1322.60,240.8,48
1.21,1322.60,304.8,48
1.62,1322.60,365.8,48
2.02,1322.60,426.7,48
2.43,1322.60,457.2,48
2.83,1322.60,487.7,48
3.24,1322.60,548.6,48
3.64,1322.60,579.1,48
4.05,1322.60,609.6,48
4.45,1322.60,640.1,48
4.86,1322.60,670.6,48
5.26,1322.60,701.0,48
5.67,1322.60,731.5,48
6.07,1322.60,762.0,48
6.47,1322.60,792.5,48
6.88,1322.60,823.0,48
7.28,1322.60,853.4,48
7.69,1322.60,853.4,48
8.09,1322.60,883.9,48
8.50,1322.60,914.4,48
8.90,1322.60,944.9,48
9.31,1322.60,975.4,48
9.71,1322.60,975.4,48
10.12,1322.60,1005.8,48
10.52,1322.60,1036.3,48
10.93,1322.60,1066.8,48
11.33,1322.60,1066.8,48
11.74,1322.60,1097.3,48
12.14,1322.60,1127.8,48
12.55,1322.60,1127.8,48
12.95,1322.60,1158.2,48
13.35,1322.60,1188.7,48
13.76,1322.60,1188.7,48
14.16,1322.60,1219.2,48
14.57,1322.60,1249.7,48
14.97,1322.60,1249.7,48
15.38,1322.60,1280.2,48
15.78,1322.60,1280.2,48
16.19,1322.60,1310.6,48
0.40,1345.02,167.6,48
0.81,1345.02,243.8,48
1.21,1345.02,304.8,48
1.62,1345.02,365.8,48
2.02,1345.02,426.7,48
2.43,1345.02,457.2,48
2.83,1345.02,518.2,48
3.24,1345.02,548.6,48
3.64,1345.02,579.1,48
4.05,1345.02,609.6,48
4.45,1345.02,640.1,48
4.86,1345.02,670.6,48
5.26,1345.02,701.0,48
5.67,1345.02,731.5,48
6.07,1345.02,762.0,48
6.47,1345.02,792.5,48
6.88,1345.02,823.0,48
7.28,1345.02,853.4,48
7.69,1345.02,883.9,48
8.09,1345.02,914.4,48
8.50,1345.02,914.4,48
8.90,1345.02,944.9,48
9.31,1345.02,975.4,48
9.71,1345.02,1005.8,48
10.12,1345.02,1036.3,48
10.52,1345.02,1036.3,48
10.93,1345.02,1066.8,48
11.33,1345.02,1097.3,48
11.74,1345.02,1097.3,48
12.14,1345.02,1127.8,48
12.55,1345.02,1158.2,48
12.95,1345.02,1188.7,48
13.35,1345.02,1188.7,48
13.76,1345.02,1219.2,48
14.16,1345.02,1249.7,48
14.57,1345.02,1249.7,48
14.97,1345.02,1280.2,48
15.38,1345.02,1280.2,48
15.78,1345.02,1310.6,48
16.19,1345.02,1341.1,48
0.40,1367.44,170.7,48
0.81,1367.44,246.9,48
1.21,1367.44,335.3,48
1.62,1367.44,396.2,48
2.02,1367.44,426.7,48
2.43,1367.44,487.7,48
2.83,1367.44,518.2,48
3.24,1367.44,548.6,48
3.64,1367.44,579.1,48
4.05,1367.44,640.1,48
4.45,1367.44,670.6,48
4.86,1367.44,701.0,48
5.26,1367.44,731.5,48
5.67,1367.44,762.0,48
6.07,1367.44,792.5,48
6.47,1367.44,823.0,48
6.88,1367.44,853.4,48
7.28,1367.44,853.4,48
7.69,1367.44,883.9,48
8.09,1367.44,914.4,48
8.50,1367.44,944.9,48
8.90,1367.44,975.4,48
9.31,1367.44,975.4,48
9.71,1367.44,1005.8,48
10.12,1367.44,1036.3,48
10.52,1367.44,1066.8,48
10.93,1367.44,1097.3,48
11.33,1367.44,1097.3,48
11.74,1367.44,1127.8,48
12.14,1367.44,1158.2,48
12.55,1367.44,1158.2,48
12.95,1367.44,1188.7,48
13.35,1367.44,1219.2,48
13.76,1367.44,1219.2,48
14.16,1367.44,1249.7,48
14.57,1367.44,1280.2,48
14.97,1367.44,1280.2,48
15.38,1367.44,1310.6,48
15.78,1367.44,1341.1,48
16.19,1367.44,1341.1,48
0.40,1389.85,173.7,48
0.81,1389.85,249.9,48
1.21,1389.85,335.3,48
1.62,1389.85,396.2,48
2.02,1389.85,426.7,48
2.43,1389.85,487.7,48
2.83,1389.85,518.2,48
3.24,1389.85,548.6,48
3.64,1389.85,609.6,48
4.05,1389.85,640.1,48
4.45,1389.85,670.6,48
4.86,1389.85,701.0,48
5.26,1389.85,731.5,48
5.67,1389.85,762.0,48
6.07,1389.85,792.5,48
6.47,1389.85,823.0,48
6.88,1389.85,853.4,48
7.28,1389.85,883.9,48
7.69,1389.85,914.4,48
8.09,1389.85,914.4,48
8.50,1389.85,944.9,48
8.90,1389.85,975.4,48
9.31,1389.85,1005.8,48
9.71,1389.85,1036.3,48
10.12,1389.85,1036.3,48
10.52,1389.85,1066.8,48
10.93,1389.85,1097.3,48
11.33,1389.85,1127.8,48
11.74,1389.85,1127.8,48
12.14,1389.85,1158.2,48
12.55,1389.85,1188.7,48
12.95,1389.85,1219.2,48
13.35,1389.85,1219.2,48
13.76,1389.85,1249.7,48
14.16,1389.85,1280.2,48
14.57,1389.85,1280.2,48
14.97,1389.85,1310.6,48
15.38,1389.85,1341.1,48
15.78,1389.85,1341.1,48
16.19,1389.85,1371.6,48
0.40,1412.27,176.8,48
0.81,1412.27,256.0,48
1.21,1412.27,335.3,48
1.62,1412.27,396.2,48
2.02,1412.27,457.2,48
2.43,1412.27,487.7,48
2.83,1412.27,518.2,48
3.24,1412.27,579.1,48
3.64,1412.27,609.6,48
4.05,1412.27,640.1,48
4.45,1412.27,670.6,48
4.86,1412.27,701.0,48
5.26,1412.27,731.5,48
5.67,1412.27,762.0,48
6.07,1412.27,792.5,48
6.47,1412.27,823.0,48
6.88,1412.27,853.4,48
7.28,1412.27,883.9,48
7.69,1412.27,914.4,48
8.09,1412.27,944.9,48
8.50,1412.27,975.4,48
8.90,1412.27,1005.8,48
9.31,1412.27,1005.8,48
9.71,1412.27,1036.3,48
10.12,1412.27,1066.8,48
10.52,1412.27,1097.3,48
10.93,1412.27,1097.3,48
11.33,1412.27,1127.8,48
11.74,1412.27,1158.2,48
12.14,1412.27,1188.7,48
12.55,1412.27,1188.7,48
12.95,1412.27,1219.2,48
13.35,1412.27,1249.7,48
13.76,1412.27,1249.7,48
14.16,1412.27,1280.2,48
14.57,1412.27,1310.6,48
14.97,1412.27,1310.6,48
15.38,1412.27,1341.1,48
15.78,1412.27,1371.6,48
16.19,1412.27,1371.6,48
0.40,1434.69,176.8,48
0.81,1434.69,259.1,48
1.21,1434.69,335.3,48
1.62,1434.69,396.2,48
2.02,1434.69,457.2,48
2.43,1434.69,487.7,48
2.83,1434.69,548.6,48
3.24,1434.69,579.1,48
3.64,1434.69,609.6,48
4.05,1434.69,640.1,48
4.45,1434.69,701.0,48
4.86,1434.69,731.5,48
5.26,1434.69,762.0,48
5.67,1434.69,792.5,48
6.07,1434.69,823.0,48
6.47,1434.69,853.4,48
6.88,1434.69,883.9,48
7.28,1434.69,914.4,48
7.69,1434.69,914.4,48
8.09,1434.69,944.9,48
8.50,1434.69,975.4,48
8.90,1434.69,1005.8,48
9.31,1434.69,1036.3,48
9.71,1434.69,1066.8,48
10.12,1434.69,1066.8,48
10.52,1434.69,1097.3,48
10.93,1434.69,1127.8,48
11.33,1434.69,1158.2,48
11.74,1434.69,1158.2,48
12.14,1434.69,1188.7,48
12.55,1434.69,1219.2,48
12.95,1434.69,1249.7,48
13.35,1434.69,1249.7,48
13.76,1434.69,1280.2,48
14.16,1434.69,1310.6,48
14.57,1434.69,1310.6,48
14.97,1434.69,1341.1,48
15.38,1434.69,1371.6,48
15.78,1434.69,1371.6,48
16.19,1434.69,1402.1,48
