area,apprate,distance,duration
14.97,672.51,640.1,48
15.38,672.51,640.1,48
15.78,672.51,670.6,48
16.19,672.51,670.6,48
0.40,694.93,18.3,48
0.81,694.93,18.3,48
1.21,694.93,18.3,48
1.62,694.93,18.3,48
2.02,694.93,18.3,48
2.43,694.93,243.8,48
2.83,694.93,262.1,48
3.24,694.93,283.5,48
3.64,694.93,301.8,48
4.05,694.93,304.8,48
4.45,694.93,335.3,48
4.86,694.93,365.8,48
5.26,694.93,365.8,48
5.67,694.93,396.2,48
6.07,694.93,396.2,48
6.47,694.93,426.7,48
6.88,694.93,426.7,48
7.28,694.93,457.2,48
7.69,694.93,457.2,48
8.09,694.93,457.2,48
8.50,694.93,487.7,48
8.90,694.93,487.7,48
9.31,694.93,518.2,48
9.71,694.93,518.2,48
10.12,694.93,548.6,48
10.52,694.93,548.6,48
10.93,694.93,548.6,48
11.33,694.93,579.1,48
11.74,694.93,579.1,48
12.14,694.93,579.1,48
12.55,694.93,609.6,48
12.95,694.93,609.6,48
13.35,694.93,640.1,48
13.76,694.93,640.1,48
14.16,694.93,640.1,48
14.57,694.93,670.6,48
14.97,694.93,670.6,48
15.38,694.93,670.6,48
15.78,694.93,701.0,48
16.19,694.93,701.0,48
0.40,717.34,18.3,48
0.81,717.34,18.3,48
1.21,717.34,18.3,48
1.62,717.34,18.3,48
2.02,717.34,18.3,48
2.43,717.34,253.0,48
2.83,717.34,274.3,48
3.24,717.34,292.6,48
3.64,717.34,304.8,48
4.05,717.34,335.3,48
4.45,717.34,365.8,48
4.86,717.34,365.8,48
5.26,717.34,396.2,48
5.67,717.34,396.2,48
6.07,717.34,426.7,48
6.47,717.34,426.7,48
6.88,717.34,457.2,48
7.28,717.34,457.2,48
7.69,717.34,487.7,48
8.09,717.34,487.7,48
8.50,717.34,518.2,48
8.90,717.34,518.2,48
9.31,717.34,518.2,48
9.71,717.34,548.6,48
10.12,717.34,548.6,48
10.52,717.34,579.1,48
10.93,717.34,579.1,48
11.33,717.34,579.1,48
11.74,717.34,609.6,48
12.14,717.34,609.6,48
12.55,717.34,640.1,48
12.95,717.34,640.1,48
13.35,717.34,640.1,48
13.76,717.34,670.6,48
14.16,717.34,670.6,48
14.57,717.34,670.6,48
14.97,717.34,701.0,48
15.38,717.34,701.0,48
15.78,717.34,701.0,48
16.19,717.34,731.5,48
0.40,739.76,18.3,48
0.81,739.76,18.3,48
1.21,739.76,18.3,48
1.62,739.76,18.3,48
2.02,739.76,18.3,48
2.43,739.76,262.1,48
2.83,739.76,283.5,48
3.24,739.76,304.8,48
3.64,739.76,335.3,48
4.05,739.76,335.3,48
4.45,739.76,365.8,48
4.86,739.76,396.2,48
5.26,739.76,396.2,48
5.67,739.76,426.7,48
6.07,739.76,426.7,48
6.47,739.76,457.2,48
6.88,739.76,457.2,48
7.28,739.76,487.7,48
7.69,739.76,487.7,48
8.09,739.76,518.2,48
8.50,739.76,518.2,48
8.90,739.76,548.6,48
9.31,739.76,548.6,48
9.71,739.76,548.6,48
10.12,739.76,579.1,48
10.52,739.76,579.1,48
10.93,739.76,609.6,48
11.33,739.76,609.6,48
11.74,739.76,640.1,48
12.14,739.76,640.1,48
12.55,739.76,640.1,48
12.95,739.76,670.6,48
13.35,739.76,670.6,48
13.76,739.76,670.6,48
14.16,739.76,701.0,48
14.57,739.76,701.0,48
14.97,739.76,731.5,48
15.38,739.76,731.5,48
15.78,739.76,731.5,48
16.19,739.76,762.0,48
0.40,762.18,18.3,48
0.81,762.18,18.3,48
1.21,762.18,18.3,48
1.62,762.18,18.3,48
2.02,762.18,18.3,48
2.43,762.18,271.3,48
2.83,762.18,292.6,48
3.24,762.18,304.8,48
3.64,762.18,335.3,48
4.05,762.18,365.8,48
4.45,762.18,365.8,48
4.86,762.18,396.2,48
5.26,762.18,426.7,48
5.67,762.18,426.7,48
6.07,762.18,457.2,48
6.47,762.18,457.2,48
6.88,762.18,487.7,48
7.28,762.18,487.7,48
7.69,762.18,518.2,48
8.09,762.18,518.2,48
8.50,762.18,548.6,48
8.90,762.18,548.6,48
9.31,762.18,579.1,48
9.71,762.18,579.1,48
10.12,762.18,579.1,48
10.52,762.18,609.6,48
10.93,762.18,609.6,48
11.33,762.18,640.1,48
11.74,762.18,640.1,48
12.14,762.18,670.6,48
12.55,762.18,670.6,48
12.95,762.18,670.6,48
13.35,762.18,701.0,48
13.76,762.18,701.0,48
14.16,762.18,731.5,48
14.57,762.18,731.5,48
14.97,762.18,731.5,48
15.38,762.18,762.0,48
15.78,762.18,762.0,48
16.19,762.18,762.0,48
0.40,784.60,18.3,48
0.81,784.60,18.3,48
1.21,784.60,18.3,48
1.62,784.60,18.3,48
2.02,784.60,18.3,48
2.43,784.60,280.4,48
2.83,784.60,301.8,48
3.24,784.60,335.3,48
3.64,784.60,335.3,48
4.05,784.60,365.8,48
4.45,784.60,396.2,48
4.86,784.60,396.2,48
5.26,784.60,426.7,48
5.67,784.60,457.2,48
6.07,784.60,457.2,48
6.47,784.60,487.7,48
6.88,784.60,487.7,48
7.28,784.60,518.2,48
7.69,784.60,518.2,48
8.09,784.60,548.6,48
8.50,784.60,548.6,48
8.90,784.60,579.1,48
9.31,784.60,579.1,48
9.71,784.60,609.6,48
10.12,784.60,609.6,48
10.52,784.60,640.1,48
10.93,784.60,640.1,48
11.33,784.60,640.1,48
11.74,784.60,670.6,48
12.14,784.60,670.6,48
12.55,784.60,701.0,48
12.95,784.60,701.0,48
13.35,784.60,731.5,48
13.76,784.60,731.5,48
14.16,784.60,731.5,48
14.57,784.60,762.0,48
14.97,784.60,762.0,48
15.38,784.60,762.0,48
15.78,784.60,792.5,48
16.19,784.60,792.5,48
0.40,807.01,18.3,48
0.81,807.01,18.3,48
1.21,807.01,18.3,48
1.62,807.01,18.3,48
2.02,807.01,18.3,48
2.43,807.01,289.6,48
2.83,807.01,304.8,48
3.24,807.01,335.3,48
3.64,807.01,365.8,48
4.05,807.01,365.8,48
4.45,807.01,396.2,48
4.86,807.01,426.7,48
5.26,807.01,426.7,48
5.67,807.01,457.2,48
6.07,807.01,487.7,48
6.47,807.01,487.7,48
6.88,807.01,518.2,48
7.28,807.01,518.2,48
7.69,807.01,548.6,48
8.09,807.01,548.6,48
8.50,807.01,579.1,48
8.90,807.01,579.1,48
9.31,807.01,609.6,48
9.71,807.01,609.6,48
10.12,807.01,640.1,48
10.52,807.01,640.1,48
10.93,807.01,670.6,48
11.33,807.01,670.6,48
11.74,807.01,701.0,48
12.14,807.01,701.0,48
12.55,807.01,701.0,48
12.95,807.01,731.5,48
13.35,807.01,731.5,48
13.76,807.01,762.0,48
14.16,807.01,762.0,48
14.57,807.01,762.0,48
14.97,807.01,792.5,48
15.38,807.01,792.5,48
15.78,807.01,823.0,48
16.19,807.01,823.0,48
0.40,829.43,18.3,48
0.81,829.43,18.3,48
1.21,829.43,18.3,48
1.62,829.43,18.3,48
2.02,829.43,18.3,48
2.43,829.43,295.7,48
2.83,829.43,335.3,48
3.24,829.43,335.3,48
3.64,829.43,365.8,48
4.05,829.43,396.2,48
4.45,829.43,426.7,48
4.86,829.43,426.7,48
5.26,829.43,457.2,48
5.67,829.43,487.7,48
6.07,829.43,487.7,48
6.47,829.43,518.2,48
6.88,829.43,518.2,48
7.28,829.43,548.6,48
7.69,829.43,548.6,48
8.09,829.43,579.1,48
8.50,829.43,579.1,48
8.90,829.43,609.6,48
9.31,829.43,609.6,48
9.71,829.43,640.1,48
10.12,829.43,640.1,48
10.52,829.43,670.6,48
10.93,829.43,670.6,48
11.33,829.43,701.0,48
11.74,829.43,701.0,48
12.14,829.43,731.5,48
12.55,829.43,731.5,48
12.95,829.43,762.0,48
13.35,829.43,762.0,48
13.76,829.43,762.0,48
14.16,829.43,792.5,48
14.57,829.43,792.5,48
14.97,829.43,823.0,48
15.38,829.43,823.0,48
15.78,829.43,823.0,48
16.19,829.43,853.4,48
0.40,851.85,18.3,48
0.81,851.85,18.3,48
1.21,851.85,18.3,48
1.62,851.85,18.3,48
2.02,851.85,18.3,48
2.43,851.85,304.8,48
2.83,851.85,335.3,48
3.24,851.85,365.8,48
3.64,851.85,365.8,48
4.05,851.85,396.2,48
4.45,851.85,426.7,48
4.86,851.85,457.2,48
5.26,851.85,457.2,48
5.67,851.85,487.7,48
6.07,851.85,518.2,48
6.47,851.85,518.2,48
6.88,851.85,548.6,48
7.28,851.85,548.6,48
7.69,851.85,579.1,48
8.09,851.85,579.1,48
8.50,851.85,609.6,48
8.90,851.85,609.6,48
9.31,851.85,640.1,48
9.71,851.85,640.1,48
10.12,851.85,670.6,48
10.52,851.85,670.6,48
10.93,851.85,701.0,48
11.33,851.85,701.0,48
11.74,851.85,731.5,48
12.14,851.85,731.5,48
12.55,851.85,762.0,48
12.95,851.85,762.0,48
13.35,851.85,792.5,48
13.76,851.85,792.5,48
14.16,851.85,823.0,48
14.57,851.85,823.0,48
14.97,851.85,823.0,48
15.38,851.85,853.4,48
15.78,851.85,853.4,48
16.19,851.85,883.9,48
0.40,874.26,18.3,48
0.81,874.26,18.3,48
1.21,874.26,18.3,48
1.62,874.26,18.3,48
2.02,874.26,18.3,48
2.43,874.26,304.8,48
2.83,874.26,335.3,48
3.24,874.26,365.8,48
3.64,874.26,396.2,48
4.05,874.26,426.7,48
4.45,874.26,426.7,48
4.86,874.26,457.2,48
5.26,874.26,487.7,48
5.67,874.26,487.7,48
6.07,874.26,518.2,48
6.47,874.26,548.6,48
6.88,874.26,548.6,48
7.28,874.26,579.1,48
7.69,874.26,579.1,48
8.09,874.26,609.6,48
8.50,874.26,609.6,48
8.90,874.26,640.1,48
9.31,874.26,670.6,48
9.71,874.26,670.6,48
10.12,874.26,701.0,48
10.52,874.26,701.0,48
10.93,874.26,731.5,48
11.33,874.26,731.5,48
11.74,874.26,762.0,48
12.14,874.26,762.0,48
12.55,874.26,762.0,48
12.95,874.26,792.5,48
13.35,874.26,792.5,48
13.76,874.26,823.0,48
14.16,874.26,823.0,48
14.57,874.26,853.4,48
14.97,874.26,853.4,48
15.38,874.26,883.9,48
15.78,874.26,883.9,48
16.19,874.26,883.9,48
0.40,896.68,18.3,48
0.81,896.68,18.3,48
1.21,896.68,18.3,48
1.62,896.68,18.3,48
2.02,896.68,18.3,48
2.43,896.68,335.3,48
2.83,896.68,335.3,48
3.24,896.68,365.8,48
3.64,896.68,396.2,48
4.05,896.68,426.7,48
4.45,896.68,457.2,48
4.86,896.68,457.2,48
5.26,896.68,487.7,48
5.67,896.68,518.2,48
6.07,896.68,518.2,48
6.47,896.68,548.6,48
6.88,896.68,579.1,48
7.28,896.68,579.1,48
7.69,896.68,609.6,48
8.09,896.68,609.6,48
8.50,896.68,640.1,48
8.90,896.68,670.6,48
9.31,896.68,670.6,48
9.71,896.68,701.0,48
10.12,896.68,701.0,48
10.52,896.68,731.5,48
10.93,896.68,731.5,48
11.33,896.68,762.0,48
11.74,896.68,762.0,48
12.14,896.68,792.5,48
12.55,896.68,792.5,48
12.95,896.68,823.0,48
13.35,896.68,823.0,48
13.76,896.68,853.4,48
14.16,896.68,853.4,48
14.57,896.68,853.4,48
14.97,896.68,883.9,48
15.38,896.68,883.9,48
15.78,896.68,914.4,48
16.19,896.68,914.4,48
0.40,919.10,18.3,48
0.81,919.10,18.3,48
1.21,919.10,18.3,48
1.62,919.10,18.3,48
2.02,919.10,18.3,48
2.43,919.10,335.3,48
2.83,919.10,365.8,48
3.24,919.10,396.2,48
3.64,919.10,396.2,48
4.05,919.10,426.7,48
4.45,919.10,457.2,48
4.86,919.10,487.7,48
5.26,919.10,518.2,48
5.67,919.10,518.2,48
6.07,919.10,548.6,48
6.47,919.10,579.1,48
6.88,919.10,579.1,48
7.28,919.10,609.6,48
7.69,919.10,609.6,48
8.09,919.10,640.1,48
8.50,919.10,670.6,48
8.90,919.10,670.6,48
9.31,919.10,701.0,48
9.71,919.10,701.0,48
10.12,919.10,731.5,48
10.52,919.10,731.5,48
10.93,919.10,762.0,48
11.33,919.10,762.0,48
11.74,919.10,792.5,48
12.14,919.10,792.5,48
12.55,919.10,823.0,48
12.95,919.10,823.0,48
13.35,919.10,853.4,48
13.76,919.10,853.4,48
14.16,919.10,883.9,48
14.57,919.10,883.9,48
14.97,919.10,914.4,48
15.38,919.10,914.4,48
15.78,919.10,914.4,48
16.19,919.10,944.9,48
0.40,941.51,18.3,48
0.81,941.51,18.3,48
1.21,941.51,18.3,48
1.62,941.51,18.3,48
2.02,941.51,18.3,48
2.43,941.51,335.3,48
2.83,941.51,365.8,48
3.24,941.51,396.2,48
3.64,941.51,426.7,48
4.05,941.51,457.2,48
4.45,941.51,457.2,48
4.86,941.51,487.7,48
5.26,941.51,518.2,48
5.67,941.51,548.6,48
6.07,941.51,548.6,48
6.47,941.51,579.1,48
6.88,941.51,609.6,48
7.28,941.51,609.6,48
7.69,941.51,640.1,48
8.09,941.51,640.1,48
8.50,941.51,670.6,48
8.90,941.51,701.0,48
9.31,941.51,701.0,48
9.71,941.51,731.5,48
10.12,941.51,731.5,48
10.52,941.51,762.0,48
10.93,941.51,762.0,48
11.33,941.51,792.5,48
11.74,941.51,792.5,48
12.14,941.51,823.0,48
12.55,941.51,823.0,48
12.95,941.51,853.4,48
13.35,941.51,853.4,48
13.76,941.51,883.9,48
14.16,941.51,883.9,48
14.57,941.51,914.4,48
14.97,941.51,914.4,48
15.38,941.51,944.9,48
15.78,941.51,944.9,48
16.19,941.51,975.4,48
0.40,963.93,18.3,48
0.81,963.93,18.3,48
1.21,963.93,18.3,48
1.62,963.93,18.3,48
2.02,963.93,18.3,48
2.43,963.93,335.3,48
2.83,963.93,365.8,48
3.24,963.93,396.2,48
3.64,963.93,426.7,48
4.05,963.93,457.2,48
4.45,963.93,487.7,48
4.86,963.93,518.2,48
5.26,963.93,518.2,48
5.67,963.93,548.6,48
6.07,963.93,579.1,48
6.47,963.93,579.1,48
6.88,963.93,609.6,48
7.28,963.93,640.1,48
7.69,963.93,640.1,48
8.09,963.93,670.6,48
8.50,963.93,701.0,48
8.90,963.93,701.0,48
9.31,963.93,731.5,48
9.71,963.93,731.5,48
10.12,963.93,762.0,48
10.52,963.93,762.0,48
10.93,963.93,792.5,48
11.33,963.93,792.5,48
11.74,963.93,823.0,48
12.14,963.93,853.4,48
12.55,963.93,853.4,48
12.95,963.93,883.9,48
13.35,963.93,883.9,48
13.76,963.93,914.4,48
14.16,963.93,914.4,48
14.57,963.93,944.9,48
14.97,963.93,944.9,48
15.38,963.93,944.9,48
15.78,963.93,975.4,48
16.19,963.93,975.4,48
0.40,986.35,18.3,48
0.81,986.35,18.3,48
1.21,986.35,18.3,48
1.62,986.35,18.3,48
2.02,986.35,18.3,48
2.43,986.35,365.8,48
2.83,986.35,396.2,48
3.24,986.35,426.7,48
3.64,986.35,426.7,48
4.05,986.35,457.2,48
4.45,986.35,487.7,48
4.86,986.35,518.2,48
5.26,986.35,548.6,48
5.67,986.35,548.6,48
6.07,986.35,579.1,48
6.47,986.35,609.6,48
6.88,986.35,640.1,48
7.28,986.35,640.1,48
7.69,986.35,670.6,48
8.09,986.35,670.6,48
8.50,986.35,701.0,48
8.90,986.35,731.5,48
9.31,986.35,731.5,48
9.71,986.35,762.0,48
10.12,986.35,762.0,48
10.52,986.35,792.5,48
10.93,986.35,823.0,48
11.33,986.35,823.0,48
11.74,986.35,853.4,48
12.14,986.35,853.4,48
12.55,986.35,883.9,48
12.95,986.35,883.9,48
13.35,986.35,914.4,48
13.76,986.35,914.4,48
14.16,986.35,944.9,48
14.57,986.35,944.9,48
14.97,986.35,975.4,48
15.38,986.35,975.4,48
15.78,986.35,1005.8,48
16.19,986.35,1005.8,48
0.40,1008.77,18.3,48
0.81,1008.77,18.3,48
1.21,1008.77,18.3,48
1.62,1008.77,18.3,48
2.02,1008.77,18.3,48
2.43,1008.77,365.8,48
2.83,1008.77,396.2,48
3.24,1008.77,426.7,48
3.64,1008.77,457.2,48
4.05,1008.77,487.7,48
4.45,1008.77,487.7,48
4.86,1008.77,518.2,48
5.26,1008.77,548.6,48
5.67,1008.77,579.1,48
6.07,1008.77,609.6,48
6.47,1008.77,609.6,48
6.88,1008.77,640.1,48
7.28,1008.77,670.6,48
7.69,1008.77,670.6,48
8.09,1008.77,701.0,48
8.50,1008.77,731.5,48
8.90,1008.77,731.5,48
9.31,1008.77,762.0,48
9.71,1008.77,762.0,48
10.12,1008.77,792.5,48
10.52,1008.77,823.0,48
10.93,1008.77,823.0,48
11.33,1008.77,853.4,48
11.74,1008.77,853.4,48
12.14,1008.77,883.9,48
12.55,1008.77,883.9,48
12.95,1008.77,914.4,48
13.35,1008.77,914.4,48
13.76,1008.77,944.9,48
14.16,1008.77,944.9,48
14.57,1008.77,975.4,48
14.97,1008.77,975.4,48
15.38,1008.77,1005.8,48
15.78,1008.77,1005.8,48
16.19,1008.77,1036.3,48
0.40,1031.18,18.3,48
0.81,1031.18,18.3,48
1.21,1031.18,18.3,48
1.62,1031.18,18.3,48
2.02,1031.18,18.3,48
2.43,1031.18,365.8,48
2.83,1031.18,396.2,48
3.24,1031.18,426.7,48
3.64,1031.18,457.2,48
4.05,1031.18,487.7,48
4.45,1031.18,518.2,48
4.86,1031.18,548.6,48
5.26,1031.18,579.1,48
5.67,1031.18,579.1,48
6.07,1031.18,609.6,48
6.47,1031.18,640.1,48
6.88,1031.18,640.1,48
7.28,1031.18,670.6,48
7.69,1031.18,701.0,48
8.09,1031.18,701.0,48
8.50,1031.18,731.5,48
8.90,1031.18,762.0,48
9.31,1031.18,762.0,48
9.71,1031.18,792.5,48
10.12,1031.18,823.0,48
10.52,1031.18,823.0,48
10.93,1031.18,853.4,48
11.33,1031.18,853.4,48
11.74,1031.18,883.9,48
12.14,1031.18,883.9,48
12.55,1031.18,914.4,48
12.95,1031.18,914.4,48
13.35,1031.18,944.9,48
13.76,1031.18,975.4,48
14.16,1031.18,975.4,48
14.57,1031.18,1005.8,48
14.97,1031.18,1005.8,48
15.38,1031.18,1036.3,48
15.78,1031.18,1036.3,48
16.19,1031.18,1036.3,48
0.40,1053.60,18.3,48
0.81,1053.60,18.3,48
1.21,1053.60,18.3,48
1.62,1053.60,18.3,48
2.02,1053.60,18.3,48
2.43,1053.60,365.8,48
2.83,1053.60,396.2,48
3.24,1053.60,426.7,48
3.64,1053.60,457.2,48
4.05,1053.60,487.7,48
4.45,1053.60,518.2,48
4.86,1053.60,548.6,48
5.26,1053.60,579.1,48
5.67,1053.60,609.6,48
6.07,1053.60,609.6,48
6.47,1053.60,640.1,48
6.88,1053.60,670.6,48
7.28,1053.60,701.0,48
7.69,1053.60,701.0,48
8.09,1053.60,731.5,48
8.50,1053.60,762.0,48
8.90,1053.60,762.0,48
9.31,1053.60,792.5,48
9.71,1053.60,792.5,48
10.12,1053.60,823.0,48
10.52,1053.60,853.4,48
10.93,1053.60,853.4,48
11.33,1053.60,883.9,48
11.74,1053.60,883.9,48
12.14,1053.60,914.4,48
12.55,1053.60,944.9,48
12.95,1053.60,944.9,48
13.35,1053.60,975.4,48
13.76,1053.60,975.4,48
14.16,1053.60,1005.8,48
14.57,1053.60,1005.8,48
14.97,1053.60,1036.3,48
15.38,1053.60,1036.3,48
15.78,1053.60,1066.8,48
16.19,1053.60,1066.8,48
0.40,1076.02,137.2,48
0.81,1076.02,201.2,48
1.21,1076.02,259.1,48
1.62,1076.02,304.8,48
2.02,1076.02,365.8,48
2.43,1076.02,396.2,48
2.83,1076.02,426.7,48
3.24,1076.02,457.2,48
3.64,1076.02,487.7,48
4.05,1076.02,518.2,48
4.45,1076.02,548.6,48
4.86,1076.02,548.6,48
5.26,1076.02,579.1,48
5.67,1076.02,609.6,48
6.07,1076.02,640.1,48
6.47,1076.02,670.6,48
6.88,1076.02,670.6,48
7.28,1076.02,701.0,48
7.69,1076.02,731.5,48
8.09,1076.02,731.5,48
8.50,1076.02,762.0,48
8.90,1076.02,792.5,48
9.31,1076.02,792.5,48
9.71,1076.02,823.0,48
10.12,1076.02,853.4,48
10.52,1076.02,853.4,48
10.93,1076.02,883.9,48
11.33,1076.02,883.9,48
11.74,1076.02,914.4,48
12.14,1076.02,944.9,48
12.55,1076.02,944.9,48
12.95,1076.02,975.4,48
13.35,1076.02,975.4,48
13.76,1076.02,1005.8,48
14.16,1076.02,1005.8,48
14.57,1076.02,1036.3,48
14.97,1076.02,1036.3,48
15.38,1076.02,1066.8,48
15.78,1076.02,1066.8,48
16.19,1076.02,1097.3,48
0.40,1120.85,140.2,48
0.81,1120.85,204.2,48
1.21,1120.85,265.2,48
1.62,1120.85,304.8,48
2.02,1120.85,365.8,48
2.43,1120.85,396.2,48
2.83,1120.85,426.7,48
3.24,1120.85,457.2,48
3.64,1120.85,487.7,48
4.05,1120.85,518.2,48
4.45,1120.85,548.6,48
4.86,1120.85,579.1,48
5.26,1120.85,609.6,48
5.67,1120.85,609.6,48
6.07,1120.85,640.1,48
6.47,1120.85,670.6,48
6.88,1120.85,701.0,48
7.28,1120.85,701.0,48
7.69,1120.85,731.5,48
8.09,1120.85,762.0,48
8.50,1120.85,792.5,48
8.90,1120.85,792.5,48
9.31,1120.85,823.0,48
9.71,1120.85,823.0,48
10.12,1120.85,853.4,48
10.52,1120.85,883.9,48
10.93,1120.85,883.9,48
11.33,1120.85,914.4,48
11.74,1120.85,944.9,48
12.14,1120.85,944.9,48
12.55,1120.85,975.4,48
12.95,1120.85,975.4,48
13.35,1120.85,1005.8,48
13.76,1120.85,1005.8,48
14.16,1120.85,1036.3,48
14.57,1120.85,1036.3,48
14.97,1120.85,1066.8,48
15.38,1120.85,1097.3,48
15.78,1120.85,1097.3,48
16.19,1120.85,1127.8,48
0.40,1143.27,146.3,48
0.81,1143.27,210.3,48
1.21,1143.27,274.3,48
1.62,1143.27,335.3,48
2.02,1143.27,365.8,48
2.43,1143.27,396.2,48
2.83,1143.27,426.7,48
3.24,1143.27,487.7,48
3.64,1143.27,518.2,48
4.05,1143.27,548.6,48
4.45,1143.27,579.1,48
4.86,1143.27,579.1,48
5.26,1143.27,609.6,48
5.67,1143.27,640.1,48
6.07,1143.27,670.6,48
6.47,1143.27,701.0,48
6.88,1143.27,731.5,48
7.28,1143.27,731.5,48
7.69,1143.27,762.0,48
8.09,1143.27,792.5,48
8.50,1143.27,792.5,48
8.90,1143.27,823.0,48
9.31,1143.27,853.4,48
9.71,1143.27,853.4,48
10.12,1143.27,883.9,48
10.52,1143.27,914.4,48
10.93,1143.27,914.4,48
11.33,1143.27,944.9,48
11.74,1143.27,975.4,48
12.14,1143.27,975.4,48
12.55,1143.27,1005.8,48
12.95,1143.27,1005.8,48
13.35,1143.27,1036.3,48
13.76,1143.27,1066.8,48
14.16,1143.27,1066.8,48
14.57,1143.27,1097.3,48
14.97,1143.27,1097.3,48
15.38,1143.27,1127.8,48
15.78,1143.27,1127.8,48
16.19,1143.27,1158.2,48
0.40,1165.68,149.4,48
0.81,1165.68,216.4,48
1.21,1165.68,280.4,48
1.62,1165.68,335.3,48
2.02,1165.68,365.8,48
2.43,1165.68,426.7,48
2.83,1165.68,457.2,48
3.24,1165.68,487.7,48
3.64,1165.68,518.2,48
4.05,1165.68,548.6,48
4.45,1165.68,579.1,48
4.86,1165.68,609.6,48
5.26,1165.68,640.1,48
5.67,1165.68,670.6,48
6.07,1165.68,670.6,48
6.47,1165.68,701.0,48
6.88,1165.68,731.5,48
7.28,1165.68,762.0,48
7.69,1165.68,762.0,48
8.09,1165.68,792.5,48
8.50,1165.68,823.0,48
8.90,1165.68,853.4,48
9.31,1165.68,853.4,48
9.71,1165.68,883.9,48
10.12,1165.68,914.4,48
10.52,1165.68,914.4,48
10.93,1165.68,944.9,48
11.33,1165.68,975.4,48
11.74,1165.68,975.4,48
12.14,1165.68,1005.8,48
12.55,1165.68,1005.8,48
12.95,1165.68,1036.3,48
13.35,1165.68,1066.8,48
13.76,1165.68,1066.8,48
14.16,1165.68,1097.3,48
14.57,1165.68,1097.3,48
14.97,1165.68,1127.8,48
15.38,1165.68,1127.8,48
15.78,1165.68,1158.2,48
16.19,1165.68,1188.7,48
0.40,1188.10,152.4,48
0.81,1188.10,219.5,48
1.21,1188.10,283.5,48
1.62,1188.10,335.3,48
2.02,1188.10,396.2,48
2.43,1188.10,426.7,48
2.83,1188.10,457.2,48
3.24,1188.10,487.7,48
3.64,1188.10,518.2,48
4.05,1188.10,548.6,48
4.45,1188.10,579.1,48
4.86,1188.10,609.6,48
5.26,1188.10,640.1,48
5.67,1188.10,670.6,48
6.07,1188.10,701.0,48
6.47,1188.10,731.5,48
6.88,1188.10,731.5,48
7.28,1188.10,762.0,48
7.69,1188.10,792.5,48
8.09,1188.10,823.0,48
8.50,1188.10,823.0,48
8.90,1188.10,853.4,48
9.31,1188.10,883.9,48
9.71,1188.10,883.9,48
10.12,1188.10,914.4,48
10.52,1188.10,944.9,48
10.93,1188.10,944.9,48
11.33,1188.10,975.4,48
11.74,1188.10,1005.8,48
12.14,1188.10,1005.8,48
12.55,1188.10,1036.3,48
12.95,1188.10,1066.8,48
13.35,1188.10,1066.8,48
13.76,1188.10,1097.3,48
14.16,1188.10,1097.3,48
14.57,1188.10,1127.8,48
14.97,1188.10,1158.2,48
15.38,1188.10,1158.2,48
15.78,1188.10,1188.7,48
16.19,1188.10,1188.7,48
0.40,1210.52,152.4,48
0.81,1210.52,222.5,48
1.21,1210.52,289.6,48
1.62,1210.52,335.3,48
2.02,1210.52,396.2,48
2.43,1210.52,426.7,48
2.83,1210.52,457.2,48
3.24,1210.52,487.7,48
3.64,1210.52,518.2,48
4.05,1210.52,548.6,48
4.45,1210.52,579.1,48
4.86,1210.52,609.6,48
5.26,1210.52,640.1,48
5.67,1210.52,670.6,48
6.07,1210.52,701.0,48
6.47,1210.52,731.5,48
6.88,1210.52,762.0,48
7.28,1210.52,792.5,48
7.69,1210.52,792.5,48
8.09,1210.52,823.0,48
8.50,1210.52,853.4,48
8.90,1210.52,883.9,48
9.31,1210.52,883.9,48
9.71,1210.52,914.4,48
10.12,1210.52,944.9,48
10.52,1210.52,944.9,48
10.93,1210.52,975.4,48
11.33,1210.52,1005.8,48
11.74,1210.52,1005.8,48
12.14,1210.52,1036.3,48
12.55,1210.52,1066.8,48
12.95,1210.52,1066.8,48
13.35,1210.52,1097.3,48
13.76,1210.52,1097.3,48
14.16,1210.52,1127.8,48
14.57,1210.52,1158.2,48
14.97,1210.52,1158.2,48
15.38,1210.52,1188.7,48
15.78,1210.52,1188.7,48
16.19,1210.52,1219.2,48
0.40,1232.94,155.4,48
0.81,1232.94,225.6,48
1.21,1232.94,292.6,48
1.62,1232.94,365.8,48
2.02,1232.94,396.2,48
2.43,1232.94,426.7,48
2.83,1232.94,457.2,48
3.24,1232.94,518.2,48
3.64,1232.94,548.6,48
4.05,1232.94,579.1,48
4.45,1232.94,609.6,48
4.86,1232.94,640.1,48
5.26,1232.94,670.6,48
5.67,1232.94,701.0,48
6.07,1232.94,731.5,48
6.47,1232.94,731.5,48
6.88,1232.94,762.0,48
7.28,1232.94,792.5,48
7.69,1232.94,823.0,48
8.09,1232.94,853.4,48
8.50,1232.94,853.4,48
8.90,1232.94,883.9,48
9.31,1232.94,914.4,48
9.71,1232.94,914.4,48
10.12,1232.94,944.9,48
10.52,1232.94,975.4,48
10.93,1232.94,1005.8,48
11.33,1232.94,1005.8,48
11.74,1232.94,1036.3,48
12.14,1232.94,1066.8,48
12.55,1232.94,1066.8,48
12.95,1232.94,1097.3,48
13.35,1232.94,1097.3,48
13.76,1232.94,1127.8,48
14.16,1232.94,1158.2,48
14.57,1232.94,1158.2,48
14.97,1232.94,1188.7,48
15.38,1232.94,1188.7,48
15.78,1232.94,1219.2,48
16.19,1232.94,1249.7,48
