6,7.54E-08
6,1.32E-08
12,3.98E-07
6,9.02E-07
6,6.80E-06
12,7.97E-06
6,4.98E-06
6,4.53E-06
12,9.76E-06
6,6.07E-06
6,6.07E-06
12,3.76E-06
6,6.19E-06
6,3.71E-06
12,3.88E-06
6,3.61E-06
6,3.88E-06
12,2.26E-06
6,2.64E-06
6,3.14E-06
12,4.11E-06
6,3.80E-06
6,3.03E-06
12,2.64E-06
6,4.85E-06
6,2.19E-06
12,1.28E-06
6,1.60E-06
6,1.56E-06
12,1.22E-06
6,2.16E-06
6,1.18E-06
12,9.51E-07
6,1.17E-06
6,9.21E-07
12,1.10E-06
6,1.05E-06
6,7.78E-07
12,8.57E-07
6,1.37E-06
6,8.96E-07
12,3.56E-07
